IdProducto,Titulo,Precio,Reseñas,Estrellas,Autor,Fecha
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,buen producto y entrega rapida,5,Por Jonathan Madroñero Aguilar,2019-07-26
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"El pedido llegó fuera del tiempo establecido. Además, el pedido llegó incompleto debido a que faltaba el estuche.",2,Por Jorge Mario Zuluaga García,2019-09-07
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Producto original, llego antes de lo esperado.",5,Por carlos hernandez carlos hernandez,2019-01-20
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Muy bien empacado, producto de calidad. Lo único que no me gusto es que el forro es diferente al de la foto, deberían poner el que es.",4,Por Daniel Unigarro,2018-06-12
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,todo salió bien,5,Por Hector Araujo,2018-04-12
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Excelente servicio,5,Por Jorge Piñeros,2018-11-28
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Excelente,5,Por IVAN OBANDO LOBO,2018-11-14
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,excelente gracias por la rapidez,5,Por arcel de jesus bado lambraño,2018-11-11
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Excelente producto, todo justo lo indicado",5,Por Cristian Restrepo,2018-09-11
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Bien,5,Por LUIS EDUER VALENZUELA HOYOS,2018-07-24
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Todo rápido y Perfecto. Recomendados,5,Por Jose Revelo Duran,2018-07-23
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Llegó fecha indicada,5,Por NIXON GUILLERMO DURAN SIACHOQUE,2018-04-07
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Bueno,5,Por RICARDO GOMEZ ARCINIEGAS,2018-06-29
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Excelente, es el segundo q compro",5,Por Diana Sandoval,2018-05-18
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Entrega rápida y el producto es de alta calidad sumado al estuche q le da seguridad y portabilidad,5,Por Edwin Santamaria,2018-04-17
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"El producto llego muy rápido, bien protegido, y es lo que esperaba",5,Por Yazmin Velasco Pardo,2017-12-29
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,excelente producto,5,Por Leonardo Puello Bonfante,2017-11-27
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,excelente producto,5,Por Leonardo Puello Bonfante,2017-11-27
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Excelente producto!! llegó en el tiempo estimado y sin ningún inconveniente.,5,Por Juan Camilo D,2017-11-22
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,100% recomendado!! Muy puntuales en la entrega y muy buena la calidad del producto!!,5,Por Juan Camilo D,2017-11-22
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Era lo que esperaba y totalmente original. Llegó al siguiente día. Super recomendado.,5,Por Fabio Calderón Mateus,2017-11-21
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Lo recomiendo 100 por ciento,5,Por rodolfo betancur,2017-10-27
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"El producto en si es muy recomendado, es mas liviano y pequeño que los anteriores discos de la misma marca, el estuche es muy elegante y practico y protege muy bien el producto. La entrega fue a tiempo y llego en perfecto estado.",5,Por Diego Arango,2017-10-21
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,El disco duro me llego totalmente protejido y muy rapido,5,Por Elvia yanet Ramirez Sanchez,2017-10-10
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Excelente, facil uso.",5,Por Neve Velandia,2017-07-10
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,excelente precio y calidad,5,Por Camilo Trujillo,2017-03-10
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Cumplieron con la entrega y hasta el momento está funcionando correctamente. Recomiendo al proveedor.,4,Por Doris Janneth Ramirez Contreras,2017-09-08
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Excelente, llego la caja averiada pero fue en la transportadora, el resto excelente!!",5,Por jonnathan salazar,2017-10-07
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,buen producto.... justo a tiempo....,4,Por Yakeline Quiroga,2017-10-07
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,hasta el momento ha funcionado bien. No me gustó fue que no cumplieron con el tiempo correcto de entrega lo aplazaron dos veces.,4,Por daniel jose mena mayorga,2017-09-06
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Puntualidad en la entrega y aunque el precio real que muestran es muy diferente al cotizado en TOSHIBA y la promoción no se nota de 64% como en el anuncio, sigue siendo buen precio",5,Reseñado,2017-09-06
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Llego lo que ofrecieron  buen precio,5,Por Jose Humberto Uribe Nieto,2017-09-06
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Excelente precio fue el más bajo que conseguí y el estuche es de muy buena calidad!! el paquete llegó un poco maltratado pero el disco duro viene envuelto muy bien, total que no pasa nada.  Muchas gracias",5,Por Juan Pablo Valencia Quivano,2017-05-17
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"exelente, articulo llego antes de lo programado",5,Por Leonardo Puello Bonfante,2017-05-13
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,muy bueno y rapido. continúen mejorando gracias,4,Por jhon garcia,2017-12-05
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Excelente producto, me encantó y llegó en menos tiempo.",5,Por vanessa jaraba sanjuan,2017-04-30
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"llegó muy bien, lo recomiendo!",5,Por EDNA ROCIO PARRA SALCEDO,2017-06-03
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,"Totalmente nuevo y sellado y llego antes de lo esperado, lo recomiendo y muy practico con su estuche.",5,Por Jairo Negrete Agamez,2017-03-03
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,excelente,5,Por Felipe Cogaria Muñoz,2017-02-23
16,Disco Duro Externo Toshiba Canvio® 1TB Usb 3.0+EstucheGratis,$239.900,Muy pracritico y comodo el producto venia totalmente nuevo y con el estuche para llevarlo un gran combo.. ;),5,Por DIANA MARIBEL GUERRERO LUNA,2016-12-10
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,el producto llego en perfecto estado,5,Por Arley Molano,2020-12-09
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,bueno,5,Por cristhian vasquez espinosa,2020-12-09
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,"Los botones son demasiado suaves, casi se clickean con el peso del dedo. Es un poco pesado y el acabado se va desgastando rápidamente, no está mal pero esperaba un poco más de calidad en el producto, no es culpa del vendedor, claro,llegó perfectamente a tiempo.",3,Por David Moreno,2020-06-09
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,Muy bueno,5,Por MARCELA ISAZA MARCELA ISAZA,2020-03-09
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,excelente vendedor y producto,5,Por Alejandro Tascon Corral,2020-02-09
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,"Llega bastante rápido, repecto al mouse es una maravilla, buen producto",5,Por Gerson Loaiza Vargas,2020-08-28
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,Muy buen producto y buen servicio,5,Por Alejandro Mejía,2020-08-23
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,excelente producto,5,Por Esteban Ortiz,2020-08-18
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,"Me llegó rápido, buen producto y muy bonito, lo recomiendo, de muy buena calidad.",5,Por Geronimo Cardenas Ulcue,2020-08-08
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,muy buen mouse de calidad  y diversas configuraciones,5,Por Sebastian Parra Lopez,2020-07-15
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,Valla basura de servicio no sirve te llegan las cosas muy tardes como eso no me llegue impongo una demanda,2,Por Jose Gregorio Melendez Garces,2020-07-13
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,Excelente mause. Vale la pena comprarlo.,5,Por David Gómez,2020-06-26
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,"muy buen producto
lo recomiendo",5,Por jose martinez mahecha,2020-06-14
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,excelente nivel de respuesta! buen precio y rapida entrega,5,Por Reinaldo Molina Reinaldo Molina,2020-05-19
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,"Un genuino g203, aunque sea hecho para ""gaming"", es un mouse que se puede usar en casi cualquier superficie (debido a su excelente sensor) lo cual lo hace versátil",5,Por mario alexander morales hernandez mario alexander morales hernandez,2020-10-05
17,"Mouse Gamer Logitech G203 Prodigy, 6 Botones, 200~8000dpi",$112.900,muy buen producto,5,Por Sergio Santacruz Sergio Santacruz,2020-04-29
18,Diadema Gamer Profesional con Micrófono Gamers Kotion Each G9000,$119.000,No enviaron el cable para usar en el Pc,4,Por Emanuel Bravo,2020-12-08
18,Diadema Gamer Profesional con Micrófono Gamers Kotion Each G9000,$119.000,Muy recomendado,5,Por Jorge Antonio Macea Otero,2020-07-27
18,Diadema Gamer Profesional con Micrófono Gamers Kotion Each G9000,$119.000,"muy bueno, cómodos, se oye bien y me escuchan bien.",5,Por Harry T Harry T,2020-07-25
18,Diadema Gamer Profesional con Micrófono Gamers Kotion Each G9000,$119.000,Super,5,Por Adriana Patricia Gaviria Monsalve,2020-08-07
18,Diadema Gamer Profesional con Micrófono Gamers Kotion Each G9000,$119.000,excelente,5,Por Sergio Zapata,2020-10-06
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,Bien,5,Por Ricardo Rodríguez,2020-09-16
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,"buen producto!!!!!recomendado, sí quieres escuchar tu música con Gram sonido y estéreo al máximo",4,Por jhon garcia,2020-07-09
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,Muy. Yeni me llegaron muy rápido funcionan muy bien pero recomiendo que no venga la caja casi dañada,5,Por SERGIO ALEXANDER TAMAYO,2020-04-09
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,se los recomiendo,5,Por SERGIO ALEXANDER TAMAYO,2020-04-09
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,Muy buen servicio,5,Por Alexis david Acuña mercado Alexis david Acuña mercado,2020-03-09
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,bastante bien,5,Por Cristián Garcia Cristián Garcia,2020-02-09
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,son buenos funcionan muy bien,5,Por Ninroth Espinosa,2020-01-09
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,no sirve un lado del audífono,1,Por Daniel Nieto Daniel Nieto,2020-08-29
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,lamentablemente no funciona en el pc como esperaba. PERO en el móvil son increíbles,3,Por Nirfer Lobo Nirfer Lobo,2020-08-27
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,dice que aísla el ruido y todo eso  y es mentira,1,Por anaulye07@gmail.com anaulye07@gmail.com,2020-08-26
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,el micrófono es malo se escucha ruidos que están a metros no tiene buena recepción,1,Por anaulye07@gmail.com anaulye07@gmail.com,2020-08-26
19,Diadema Audifonos Gamer Profesional Retroiluminados G9000,$89.900,Excelente producto y servicio,5,Por Jair Agudelo,2020-08-21
20,GABINETE IP CASE 011B,$155.000,"Muy buen producto, recomiendo al vendedor",5,Por Carlos Alberto Vera,2020-03-09
20,GABINETE IP CASE 011B,$155.000,muy bien,5,Por luis gallego,2020-08-25
20,GABINETE IP CASE 011B,$155.000,"Es un buen producto, de calidad, para board en formato pequeño pero con tarjeta de video dedicada y grande. La unica pega es el logo que viene pintado en la carcasa parte frontal, la verdad nada que ver y en las fotos que publican no se ve. Si tienen el mismo problema.... tengo calcomanias gamer que les pueden servir, escribanme ... seminariosw (arroba) gmail . com de resto la caja es excelente, puerto USB 3.0 en la parte superior. Tengan en cuenta que el frontal no admite la instalacion de unidades de DVD o bluray.",5,Por Juan Quesada,2020-08-24
20,GABINETE IP CASE 011B,$155.000,"muy buen producto, gracias",5,Por Brayan Fuenmayor,2020-07-25
20,GABINETE IP CASE 011B,$155.000,excelente para pc de entrada,5,Por JORGE MURCIA JORGE MURCIA,2020-11-07
20,GABINETE IP CASE 011B,$155.000,"Todo en buen estado, llegó completo.",5,Por Juan Ballesteros,2020-10-07
20,GABINETE IP CASE 011B,$155.000,Una semana para enviar el producto.... tampoco la cosa es así.... más seriedad...no lo recomiendo....,1,Por Hugo E. Cuellar Villegas,2020-06-15
20,GABINETE IP CASE 011B,$155.000,sigan poniendo cosas de este tipo economicas muchas gracias por todo,5,Por Natalia Ramirez,2020-04-22
21,Impresora Laser HP 107w Wifi - Usb - 20 PPM,$375.000,Puntual. Buen producto,5,Por adriana giraldo,2020-06-09
21,Impresora Laser HP 107w Wifi - Usb - 20 PPM,$375.000,excelente producto,5,Por Camilo Alexander Rincon,2020-04-08
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,Aún no lo e probado pero parece que está muy bien,5,Por EDUARDO CARLOS MARTINEZ BELLO,2020-09-19
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"llegó con rayones en la base de la pantalla y se nota que no es por cómo venía empacado, parece usada.",3,Por Juan Osorio,2020-08-23
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,Me gusto mucho el monitor y a buen precio,5,Por Enrique Trujillo,2020-08-17
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"Muy buen producto, pero mal envió; llego rayada la base y golpeada",4,Por Juanes Quintero,2020-08-17
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"bueno, llegó con un raye leve pero bien",4,Por Samuel Ochoa Samuel Ochoa,2020-12-08
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"El monitor llegó mal empacado, caja genérica sin protección para el monitor, el contenido de cables es acorde, lastimosamente vino rayado en los bordes y con un pixel bloqueado, no viene con manuales.",3,Por Katty Velasquez Katty Velasquez,2020-08-08
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"Buen producto, que en perfecto estado",5,Por Nelson Villalba,2020-07-08
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,el monitor es bueno pero no viene en caja original y viene sin icopor lo que da a entender que no es nuevo.,3,Por kevin julian gil manrique kevin julian gil manrique,2020-06-08
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"el computador es bueno y trae todos sus accesorios pero llegó un poco sucio, con unos rayones y una de las tapas de la pantalla levantadas porque no le pusieron icopor para evitar golpes y vibraciones en el flete",3,Por kevin julian gil manrique kevin julian gil manrique,2020-05-08
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,Mal empacado pero todo bien,5,Por david palacio,2020-05-08
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,Muy bueno,5,Por cristian prada,2020-03-08
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,muy bueno el monitor,5,Por Edgar Masa,2020-07-28
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"Eficiencia, cumplimiento y rapidez",5,Por LILIA JARAMILLO,2020-07-25
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"Llegó en buenas condiciones, excelente equipo",5,Por Luis Enrique Guevara Molano Luis Enrique Guevara Molano,2020-07-24
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,cumplieron con todo lo prometido. Gracias,5,Por CIRO ANTONIO DUSSAN CLAVIJO,2020-07-23
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"Envío producto en una caja sin icopor ni protección, sólo el monitor suelto en la caja, como se le ocurre enviar un monitor así, de milagro no se partió la pantalla",5,Por ciro eduardo mendoza torres,2020-07-21
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"La pantalla llegó metida en una caja sin los icopores de protección, adicionalmente llegó con una de las pastas abiertas, como cuando recibe un golpe",3,Por Luis Angel Natera Suarez,2020-07-20
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"fácil,rápido y seguro",5,Por Gueiler Gafáro Guerrero,2020-07-18
22,"Reacondicionado

Monitor HP EliteDisplay E232 23""",$380.000,"Excelente servicio, muchas gracias.",5,Por Harold Diaz,2020-07-13
23,Camara WEB FULL HD PARA PC,$59.000,La cámara tiene muy buena resolución y llegó con prontitud,5,Por Duberney Loaiza Ospina,2020-09-24
23,Camara WEB FULL HD PARA PC,$59.000,"producto llego despues de lo ofrecido y llego dañado y venia rayado, parecia usado",1,Por Alvaro Hoffmann,2020-09-23
23,Camara WEB FULL HD PARA PC,$59.000,cumple con las características de 720 p el vendedor muy rápido me envió al día siguiente de la compra y llegó a los dos días,5,Por jose luis bula madera,2020-03-09
23,Camara WEB FULL HD PARA PC,$59.000,si excelente,4,Por Hadalber Rojas Vargas,2020-01-09
23,Camara WEB FULL HD PARA PC,$59.000,"La cámara es tal las especificaciones, el producto llegó muy rápido.",5,Por Pedro Alexander Fernandez Aza,2020-08-31
23,Camara WEB FULL HD PARA PC,$59.000,"No importa si es 720 o 1080 si la camara tiene 2 o 3 megapixeles se va a ver algo borroso, no enfoca la letra bien, a 3 metros la cara de las personas se ve borroso, de cerca se ve relativamente bien uno, pero estas camaras son regulares en calidad de imagen y videos. Quiero pedirle a la gente que publica estos productos que en características del producto coloquen siempre los megapixeles de la camara y no se aprovechen de el desconocimiento de las personas, gracias.",2,Por Jonathan ferney Herrera gonzalez,2020-08-26
23,Camara WEB FULL HD PARA PC,$59.000,Una buena cámara para su precio.,4,Por Sebastian Rodriguez Bonil,2020-08-21
23,Camara WEB FULL HD PARA PC,$59.000,Los recomiendo por calidad del servicio,5,Por mateo uzumaky mateo uzumaky,2020-08-13
23,Camara WEB FULL HD PARA PC,$59.000,muy rapido y eficiente buen servicio,5,Por juliangamboa717@gmail.com juliangamboa717@gmail.com,2020-01-08
25,Combo Teclado y Mouse Gamer con Luces,$64.900,Me mostraron otra imagen y me llegó algo diferente a lo que pedí,1,Por José Manuel Triana,2020-09-24
25,Combo Teclado y Mouse Gamer con Luces,$64.900,funciona muy bien y es bonito,5,Por Juan Ruiz,2020-12-09
25,Combo Teclado y Mouse Gamer con Luces,$64.900,Por ahora muy buen producto,5,Por nury abril,2020-12-09
25,Combo Teclado y Mouse Gamer con Luces,$64.900,"Lo que recibimos no es ni el mismo producto. Uno elige un producto en la página web y linio le mandan a uno lo que a ellos les da la gana. Lo recibido no no es ni parecido a lo que compré. Además este es el segundo intento que hago de comprar tecnología por esta página, el anterior combo salió defectuoso y llevo mas de un mes intentando darle a mi hijo su regalo de cumpleaños. Que espantosa experiencia de cliente!",1,Por Eliana Leaño Valverde,2020-08-26
25,Combo Teclado y Mouse Gamer con Luces,$64.900,"Lo que recibimos no es ni el mismo producto. Uno elige un producto en la página web y linio le mandan a uno lo que a ellos les da la gana. Lo recibido no no es ni parecido a lo que compré. Además este es el segundo intento que hago de comprar tecnología por esta página, el anterior combo salió defectuoso y llevo mas de un mes intentando darle a mi hijo su regalo de cumpleaños con todo el tema de la devolución, el reembolso... Que espantosa experiencia de cliente!",1,Por Eliana Leaño Valverde,2020-08-26
25,Combo Teclado y Mouse Gamer con Luces,$64.900,"Lo que recibimos no es el mismo producto que compré. Uno elige un producto en la página web y linio le mandan a uno lo que a ellos les da la gana. Lo recibido no no es ni parecido a lo que compré. Además este es el segundo intento que hago de comprar tecnología por esta página, el anterior combo salió defectuoso y llevo mas de un mes intentando darle a mi hijo su regalo de cumpleaños. Que espantosa experiencia de cliente!",1,Por Eliana Leaño Valverde,2020-08-26
25,Combo Teclado y Mouse Gamer con Luces,$64.900,buen product,5,Por Otoniel Granados Manrique,2020-08-19
25,Combo Teclado y Mouse Gamer con Luces,$64.900,no es igual que el de la imagen parece como un esqueleto de teclado parece que faltará la parte negra,1,Por Jenny Moreno,2020-08-19
25,Combo Teclado y Mouse Gamer con Luces,$64.900,Lo unico que no me gustó tanto es que el ratón no tiene esas teclas a los lados pero en general me gustó,5,Por TrrLF 4707 TrrLF 4707,2020-08-19
25,Combo Teclado y Mouse Gamer con Luces,$64.900,"No me llegó el mouse, solo el teclado, y no es el teclado de la imagen, es un teclado de 20,000 pesos, al comunicarme con la tienda no me dan solución, pesimo, estafadores",1,Por Marlon Karabaly Peña,2020-08-18
25,Combo Teclado y Mouse Gamer con Luces,$64.900,"El teclado es de un material pésimo, me llegó con una tecla rota, el producto no cumple para nada las especificaciones que aparecen en la descripción del producto. El mouse no viene con 7 botones, solo tiene los básicos. El teclado o tiene luces ni las funciones de la tecla fn.",1,Por David Avellaneda Perico,2020-08-15
25,Combo Teclado y Mouse Gamer con Luces,$64.900,no es el mismo teclado al de la imagen,4,Por Camilo Andrés,2020-08-14
25,Combo Teclado y Mouse Gamer con Luces,$64.900,todo,5,Por yanneht gonzalez arenas,2020-08-13
25,Combo Teclado y Mouse Gamer con Luces,$64.900,"El teclado no es el de la imagen, igual está bien solo cambia que no es negro la base sino blanca, el mouse es mejor. Ideal por el precio",3,Por Hugo Andrés Ospitia Carrillo,2020-08-13
26,TINTA EPSON 544 X4 L3110 L1110 L3150 L5190,$75.000,Todo. Muy buen servicio,5,Por Jennifer Tascon,2020-10-09
27,Tinta Epson 664 L380 L395 L495 L375 L575 Ecotank,$73.900,"Excelente producto, atención del proveedor y rapidez en llegada del producto",5,Por mercado0808@hotmail.com mercado0808@hotmail.com,2020-09-17
27,Tinta Epson 664 L380 L395 L495 L375 L575 Ecotank,$73.900,buen precio y entrega rapida,5,Por Willy Correa Willy Correa,2020-07-29
28,Disco duro externo 2Tb Hdd Usb3.0 Dispositivos de almacenamiento en disco Hd externo,$159.490,"Disco es de segunda mano, con sectores malos y muchas horas de uso....",1,Por Oscar Bgán Oscar Bgán,2020-09-24
28,Disco duro externo 2Tb Hdd Usb3.0 Dispositivos de almacenamiento en disco Hd externo,$159.490,no funciona,1,Por José Florez,2020-09-22
28,Disco duro externo 2Tb Hdd Usb3.0 Dispositivos de almacenamiento en disco Hd externo,$159.490,Excelente producto y mejor aún la rapidez de la entrega.,5,Por Luis C.,2020-08-09
28,Disco duro externo 2Tb Hdd Usb3.0 Dispositivos de almacenamiento en disco Hd externo,$159.490,"tamaño ideal, es muy rápido y no presenta incompatibilidad. viene muy seguro",5,Por Julio Cesar Luna Johnson,2020-04-09
28,Disco duro externo 2Tb Hdd Usb3.0 Dispositivos de almacenamiento en disco Hd externo,$159.490,no funciona para ps4 o Xbox one,2,Por Jeffrey Leon,2020-08-30
29,Combo Gamer Retroiluminado Teclado + Diadema Gaming +Mouse Gamer,$189.000,esta muy chévere y es muy servicial y bonito gracias señores,5,Por Edward Smith,2020-08-18
29,Combo Gamer Retroiluminado Teclado + Diadema Gaming +Mouse Gamer,$189.000,Execelente,5,Por pablo enrique miranda coronel,2019-11-19
30,Disco Duro Externo Toshiba 3.0 1TB,$214.900,Toshiba es garantía me funciono muy bien,5,Por Juan Camilo Vanegas Mutis,2020-06-09
30,Disco Duro Externo Toshiba 3.0 1TB,$214.900,Cumplió las expectativas,4,Por luis antonio cano sedan,2020-06-08
30,Disco Duro Externo Toshiba 3.0 1TB,$214.900,tal como se solicito,5,Por Javier Ramirez Cardona,2020-07-29
30,Disco Duro Externo Toshiba 3.0 1TB,$214.900,Excelente,5,Por Edwin Andres Casas Vela Edwin Andres Casas Vela,2020-06-25
30,Disco Duro Externo Toshiba 3.0 1TB,$214.900,es tal cual la imagen y descripción del producto,5,Por Angie Viviana,2020-05-14
30,Disco Duro Externo Toshiba 3.0 1TB,$214.900,Excelente,5,Por Andres Campo Camacho,2019-03-12
31,"Portátil Lenovo V15-ADA AMD 3020e - RAM 4GB - SSD 256 - 15,6"" Gris",$1.499.900,estuvo muy pero demasiado demorado la activación de mi producto cancelado deberían ser más ágil y eficaz en esa parte para no atropellar al cliente y bajarle la confianza de lo que compra.,5,Por LUIS EDUARDO PAJARO JIMENEZ,2020-09-13
31,"Portátil Lenovo V15-ADA AMD 3020e - RAM 4GB - SSD 256 - 15,6"" Gris",$1.499.900,pero tienen que mejorar el tema de facturación llega el link sin nada,5,Por Jose Saavedra Jose Saavedra,2020-08-21
31,"Portátil Lenovo V15-ADA AMD 3020e - RAM 4GB - SSD 256 - 15,6"" Gris",$1.499.900,"El producto traía conector para toma europea, compre el adaptador y el sistema operativo no están bien configurado.",1,Por JF INGENIEROS SAS,2020-08-15
32,Impresora Multifuncional Epson L3110 - Reemplazo L380 - Tinta Original,$609.900,La necesitaba,5,Por MARCO SALAMANCA,2020-09-23
32,Impresora Multifuncional Epson L3110 - Reemplazo L380 - Tinta Original,$609.900,llego ok,5,Por Andreina Ortega Morales,2020-06-07
32,Impresora Multifuncional Epson L3110 - Reemplazo L380 - Tinta Original,$609.900,"llego a tiempo, en buen estado, el problema no viene con factura de compra",5,Por Milena Martinez Milena Martinez,2020-06-19
32,Impresora Multifuncional Epson L3110 - Reemplazo L380 - Tinta Original,$609.900,Era lo que esperaba,5,Por Paola Segura Espinosa,2020-06-19
32,Impresora Multifuncional Epson L3110 - Reemplazo L380 - Tinta Original,$609.900,Excelente estado y rápida entrega,5,Por Erika Milena Murillo Carrascal,2020-06-16
32,Impresora Multifuncional Epson L3110 - Reemplazo L380 - Tinta Original,$609.900,Originalidad,5,Por Daniel Colorado,2020-05-06
